0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
