0	362
0	386
0	406
0	433
0	755
0	355
0	3316
0	2684
0	3368
0	549
0	3043
0	3537
0	3462
0	3438
0	373
0	739
0	3274
0	3381
0	3360
0	3185
0	1189
0	3406
0	1626
0	3461
0	795
0	2716
0	3424
0	775
0	3399
0	1263
0	3363
0	482
0	1005
0	1454
0	3491
0	3185
0	3461
0	1215
0	3392
0	364
0	397
0	406
0	1666
0	3370
0	3365
0	359
0	412
0	584
0	3393
0	3387
0	364
0	357
0	386
0	1941
0	1477
0	3396
0	403
0	1562
0	3428
0	1438
0	3395
0	1577
0	589
0	3381
0	2335
0	2310
0	2592
0	3356
0	1056
0	3399
0	1381
0	827
0	3478
0	1516
0	3434
0	782
0	3382
0	3473
0	1286
0	3550
0	3492
0	3354
0	2119
0	779
0	3530
0	3621
0	2752
0	3529
0	3359
0	2644
0	2219
0	3380
0	1334
0	1819
0	1054
0	3357
0	3407
0	355
0	387
0	370
1	369
1	358
1	386
1	561
1	1230
1	3464
1	763
1	3361
1	1118
1	550
1	3473
1	1570
1	602
1	3428
1	450
1	3402
1	1176
1	3393
1	2469
1	877
1	3417
1	2406
1	3450
1	1728
1	1458
1	3488
1	825
1	1441
1	1342
1	3762
1	3793
1	2288
1	3771
1	3752
1	1170
1	1223
1	3797
1	3778
1	3942
1	3616
1	3635
1	474
1	3440
1	3163
1	3577
1	3417
1	3659
1	3470
1	3516
1	490
1	3519
1	1808
1	3679
1	3593
1	3602
1	3397
1	1357
1	3407
1	1832
1	3360
1	358
1	375
1	1568
1	917
1	3498
1	755
1	3421
1	3374
1	3370
1	871
1	3406
1	3525
1	3545
1	1192
1	681
1	1798
1	3511
1	3440
1	523
1	3434
1	600
1	846
1	2260
1	3486
1	3039
1	3413
1	526
1	3408
1	895
1	3428
1	2500
1	1398
1	763
1	3503
1	3708
1	3598
1	3595
1	3573
1	3435
1	2932
