0	744
1	684
1	1065
1	1691
1	3974
1	1427
1	1606
1	3970
0	3871
1	3879
1	3906
0	1496
1	1336
0	3792
1	4107
1	4122
1	1123
1	3869
1	1067
1	4120
0	3570
1	3758
1	3693
1	3558
1	1741
0	2667
1	2933
1	3674
0	901
1	3414
1	3523
1	3303
1	3903
1	1210
0	3942
1	3807
0	2540
1	3658
1	3687
1	1102
1	3322
1	539
0	3860
0	568
1	3942
1	3890
1	3878
1	3905
0	3653
0	3674
1	3556
1	459
1	3544
1	3428
0	3571
1	940
1	920
0	639
0	3417
1	1040
1	3551
0	3559
0	3855
1	1919
0	3618
0	1350
1	3841
0	737
1	3686
1	3832
1	500
1	3966
1	3832
1	3540
0	3603
1	1339
1	3697
0	1023
0	3538
0	479
0	3816
0	2370
1	3658
1	3714
1	3739
1	975
1	1436
1	2373
0	3464
1	3501
1	2482
1	1132
1	3388
0	2544
1	3478
1	828
0	3346
1	2480
1	3449
1	2524
1	1668
1	3855
1	1658
0	2041
1	4040
1	4039
0	1514
0	3941
1	4136
1	1369
1	3813
1	3762
0	3577
1	1377
1	3764
1	3821
1	3653
1	641
1	910
1	3489
1	1040
1	3673
1	3757
1	1319
1	3943
1	2022
1	1972
1	1638
1	4833
1	2134
0	4449
1	4501
1	1936
1	4312
0	4232
1	3835
1	4212
1	1294
1	1717
0	4118
1	4179
1	1177
0	3969
1	4028
1	2176
1	3774
0	806
1	3798
1	3696
1	3185
1	1541
1	3676
0	1613
1	3745
1	3902
1	802
1	3847
0	3869
1	2717
1	4086
1	3917
1	3588
1	3537
1	1192
0	406
1	497
0	3406
0	1735
1	1884
1	3387
1	2700
1	3524
1	1290
1	1182
1	3460
1	1402
1	4070
0	3625
1	4026
0	1659
1	4055
1	3878
0	2539
1	4169
1	1823
1	4419
0	1863
1	4402
0	4503
1	847
0	3784
1	3956
1	732
1	3992
1	2886
0	4015
1	4064
0	4012
1	872
1	3589
0	1416
0	3580
0	1311
1	554
1	3630
0	3583
0	945
1	3557
1	3661
0	1140
1	3443
1	2763
0	3866
1	3504
0	1472
1	3627
0	3634
1	838
1	3906
1	3742
1	559
0	3812
1	3574
1	3497
1	3491
0	1022
1	2632
1	3721
1	4042
1	4204
1	4929
1	2575
1	4727
1	4598
1	4668
0	2571
0	5097
1	4491
1	5012
1	4609
1	5581
1	5393
1	5162
1	5425
1	5436
1	2661
1	5409
0	2758
0	2196
1	5480
1	5534
1	2897
1	5501
1	1835
0	5636
1	5666
1	5547
1	5030
0	5262
1	4004
1	2697
1	4794
1	4787
1	1975
0	4340
0	2149
0	4954
0	1854
0	5094
1	5108
1	1956
1	4775
1	4338
0	4777
1	5030
1	2496
1	5004
1	2948
1	4847
1	5084
0	1878
1	5040
0	4996
1	2130
1	4827
1	4893
0	4571
0	4725
1	2050
1	4857
1	4625
1	1871
0	4480
1	4219
1	2132
1	4313
1	4400
1	4359
0	3961
0	3968
1	1013
0	4214
1	4354
1	4634
0	4353
1	4209
1	4256
0	2124
1	3487
0	4490
1	3034
1	4228
1	1377
1	4301
1	4424
1	1239
1	4179
0	4273
1	2754
1	4221
0	4126
0	4044
1	2756
1	482
0	3664
0	3642
0	570
1	3524
1	1578
1	4260
1	4202
1	3850
0	3503
1	1055
1	4041
1	2880
1	4126
1	4019
1	912
1	3500
1	805
1	3729
0	1185
0	3752
1	3623
1	3749
0	1419
0	3574
0	3450
1	3556
0	3571
1	1768
1	672
1	3493
1	3451
1	933
1	3420
1	2737
0	3557
1	3567
1	2981
1	1201
1	3447
1	3378
1	555
1	3409
1	3431
1	1322
1	3495
1	715
1	535
1	3626
1	3607
1	2901
1	3557
1	3556
1	1259
1	1031
1	3513
1	3423
1	780
1	824
1	3499
1	3570
1	3490
1	3380
1	817
1	689
1	3560
1	3505
1	3569
1	1671
1	2970
1	3684
1	1887
1	3368
1	2037
1	3651
1	3679
1	3391
