0	565
0	626
0	654
0	961
0	1337
0	1509
0	4167
0	2453
0	4427
0	1996
0	4480
0	4188
0	1985
0	4570
0	4646
0	1802
0	4350
0	4409
0	4584
0	4990
0	2873
0	4745
0	3223
0	4943
0	2904
0	5207
0	2832
0	5458
0	3193
0	1711
0	4942
0	5341
0	5316
0	5364
0	2073
0	5455
0	5161
0	5291
0	5175
0	4861
0	5086
0	4721
0	4843
0	4660
0	5132
0	3502
0	3226
0	6057
0	3753
0	6329
0	4326
0	6212
0	6143
0	3944
0	6659
0	4952
0	6796
0	5269
0	6963
0	6915
0	4634
0	7116
0	7380
0	4532
0	7313
0	7258
0	5830
0	7602
0	7660
0	7523
0	6025
0	7365
0	6395
0	7520
0	4511
0	7699
0	4800
0	7291
0	7220
0	7297
0	3382
0	6963
0	3025
0	6002
0	1398
0	5740
0	5631
