1	692
1	773
1	790
1	1528
0	1058
1	664
1	4030
1	4029
1	1246
1	4216
1	4041
1	3955
1	4102
1	3974
1	1375
1	3878
1	3238
1	3779
1	1439
1	4212
1	1606
1	4528
1	4506
0	4242
1	4453
1	2025
1	3985
0	2127
1	3060
1	4730
1	4694
0	2946
1	5249
1	3781
1	3896
1	6196
0	6256
1	4628
0	6633
1	4644
1	6715
1	6860
1	5483
1	6729
1	6962
0	7177
1	5502
1	7654
1	6001
0	8055
1	8055
1	8342
1	6869
0	8336
1	6901
1	7826
1	9672
1	7261
1	10185
1	10434
1	10384
1	7620
1	10643
1	10450
1	10454
1	8115
1	10356
1	10284
1	10646
1	10137
1	10711
1	9259
1	8361
0	10723
1	11283
1	11049
1	11571
0	11008
1	11546
1	9036
0	11583
0	11481
1	11861
1	11681
1	11142
1	11792
0	11384
1	11555
1	11448
1	11682
0	8820
0	11647
1	11441
1	11508
1	8887
1	9542
1	11028
1	9462
1	11538
0	11729
1	10426
1	11831
1	11901
0	9758
1	12062
1	10079
1	12284
1	12144
0	9649
0	11944
1	9841
1	9814
0	11995
1	9262
1	12145
1	11978
1	12056
1	11517
1	12203
1	12151
1	12099
1	10280
1	12407
1	12324
1	10085
1	12355
1	12426
1	10287
1	12381
1	10742
1	12779
0	10142
1	10817
1	13248
1	12842
1	12909
0	10482
1	13204
0	13008
0	11485
1	10929
1	13381
1	13339
1	10367
1	13543
1	12975
1	13039
1	13461
0	13378
1	13028
1	10868
1	13312
1	11144
1	11037
1	10790
1	13818
0	13623
1	13347
1	10912
1	13848
0	14081
1	13890
1	13872
1	14024
0	11319
1	13871
1	13807
1	13579
1	13377
0	13709
1	13137
1	10646
0	13460
1	13103
0	13708
1	13338
1	13476
0	11384
0	14131
1	14081
1	13803
0	13984
0	13639
1	11012
1	13829
1	12366
1	13214
0	13516
0	10467
1	13412
1	11298
1	13838
0	13939
1	13885
1	13914
1	13319
1	11786
0	13817
1	13344
1	13683
1	13405
1	13316
1	13447
1	13162
1	10075
1	13145
1	13533
1	10484
1	13040
1	13293
1	11204
0	12918
1	13001
1	13163
1	11002
1	12391
1	9897
1	12710
1	10255
1	12614
1	10413
1	12959
1	12624
0	12823
1	12882
1	12501
1	12108
1	12823
1	9591
1	12192
1	11759
1	11903
1	11882
1	11813
1	12193
1	9375
1	12319
1	12546
1	12536
1	10082
0	12237
1	12757
0	12333
1	10085
1	12093
1	12551
1	10301
1	10982
1	10598
1	12783
1	12821
1	11767
1	13110
1	13242
1	13612
1	11724
1	13683
1	13684
1	14210
1	14019
1	14041
0	14444
1	14561
1	11782
1	14337
1	14568
0	12215
1	14954
1	14651
1	14703
1	13000
1	13112
1	14850
1	13240
1	15626
1	15409
0	13598
0	13322
1	15533
1	16126
0	16190
1	14521
0	16626
0	16657
1	16276
1	13771
1	16593
1	14506
0	16496
1	16509
1	13866
1	15980
1	16372
0	15952
1	13764
1	16393
0	16704
1	15794
1	16869
0	14876
1	16656
0	14461
1	16619
1	16495
1	16293
1	14854
1	13624
1	16782
1	16659
0	16921
1	17124
1	16248
0	16451
1	16465
1	13546
0	16349
1	16218
0	14056
1	16403
1	16041
1	15937
1	16315
1	16195
1	12860
0	16161
1	15971
1	12412
1	15767
1	13422
1	15610
1	15687
0	15722
1	15498
1	15587
1	15830
1	12498
1	15494
1	15465
1	15404
1	15399
0	14910
0	15289
1	13004
1	12906
1	15696
1	15634
0	15720
0	15450
0	15947
0	13444
1	16128
1	16227
1	13731
1	15845
1	16103
1	16172
1	13491
1	15766
1	16550
1	15796
0	16286
0	15809
1	12997
0	15375
1	13152
1	15517
1	16053
1	16182
1	15595
0	14774
0	15578
1	15605
1	15595
1	15565
0	14954
1	15635
1	14360
1	16269
1	13365
0	15868
1	15773
1	13243
1	16060
1	15774
0	13945
1	13050
1	16159
1	15993
1	12828
1	15708
1	15567
1	15738
1	16245
0	16160
1	12637
1	16032
1	16084
1	16077
1	15776
1	16175
1	13420
0	16006
1	16177
1	16007
0	15228
1	15783
1	15249
1	14575
1	15509
0	15935
1	15484
1	13617
1	15772
0	13631
1	15716
1	13803
1	15876
1	15453
1	13912
0	15913
1	16264
1	16024
1	15425
1	16164
1	16225
1	13124
1	16011
1	15749
1	12645
1	15888
1	15609
1	15564
1	16045
1	12589
1	15755
1	12281
1	14886
0	13728
1	14839
1	14053
1	14386
1	11873
1	11503
1	14329
1	14379
1	14144
1	13934
1	10410
1	14181
1	14197
1	14060
1	13587
1	10531
1	13060
1	13671
1	13242
0	10150
1	12951
1	13279
1	9928
1	13228
1	10138
1	13102
1	13388
1	12684
1	13081
0	13108
1	12163
1	12981
1	13078
1	13310
0	13246
1	13187
1	13196
0	13348
1	10203
1	12920
0	12992
1	10351
1	12722
1	12600
1	10787
1	12514
1	12527
1	11155
1	10163
1	13029
1	11520
1	10454
1	13478
1	13452
0	13235
1	11669
1	10395
1	10011
0	12472
0	12653
1	12616
0	10485
1	12731
1	12411
1	9868
1	12369
0	12170
1	9546
1	8708
1	11240
1	11316
0	8063
0	11091
1	10747
1	10848
1	10651
1	6093
1	10234
1	10110
0	9783
0	9853
0	9370
1	4680
1	9608
1	9608
1	9639
0	8950
1	4274
1	8415
1	8225
1	8115
1	8373
1	7847
1	7770
0	8071
1	2911
1	6793
1	6927
1	6706
1	3421
1	6513
1	6496
1	6373
1	6352
1	4844
1	5640
1	4570
1	5674
1	5628
1	5092
1	4816
1	4377
1	4529
